page,para_num,pdf_name,text
50,2,sa_2021,"The  United  Kingdom  was  a  pioneer  in  the  establishment  of  national  initiatives.  Its  Strategy  was  published  in  2015  and  has  invested  more  than  £1bn  since  then  [3.14].  In 2014  the  UK’s  National  Quantum  Technologies  Programme  [3.15]  was  launched,  with  The  Quantum  Communications  Hub  led  by  the  University  of  York  [3.16].  The  programme was  renewed  again  in  2019  for  a  further  5  years,  with  investments  in  four  quantum technology  hubs:  Sensors  and  timing,  Quantum  enhanced  imaging  (QuantIC), Quantum  computing  and  simulation,  and  Quantum  communications  Technologies (Quantum  Communications  Hub). This  has  led  to  significant  advances  having  been made  on  the  technology  front,  including  chip-to-chip  QKD,  fibre  based  QKD  over  ~100 km,  and  wireless  QKD  between  a  handheld  device  and  a  wall  mounted  terminal.  The investment  in  Quantum  Computing  covers  the  full  stack  of  hardware  and  software,  from core  technologies  to  potential  applications  including  the  discovery  of  novel  drugs  and materials,  quantum-enhanced  machine  learning,  and  carbon  reduction  through  resource optimisation."
50,3,sa_2021,In  2016  the  European  Union  published  a  Quantum  Technology  roadmap  [3.17]  and a  Quantum  Manifesto  [3.4]  that  formulated  a  common  strategy  for  Europe  to  stay  at  the front  of  the  second  Quantum  Revolution. These  documents  also  induced  a  €1  billion  european  initiative  in  Quantum  Technology. The  current  Quantum  FET  Flagship was  Quantum  Framework.
51,2,sa_2021,"In 2019 several EU member states have signed a declaration in which they commit to exploring the development and deployment within 10 years of a quantum communication infrastructure in the EU. The first stage goal is securing government and critical infrastructure communication across the European Union. The second stage prepares the connection of quantum computers and sensors in a full Quantum Information Network. This quantum communication infrastructure will be used for data transit and storage in a highly secure way. It is designed to ultimately link sensitive public and private communication assets all over the EU, such as banks and administrations. "
51,3,sa_2021,"On 6 March 2020, the European Union presented the Strategic Research Agenda of the Quantum Flagship Project. The document was prepared over an 18 month period in consultation with more than 2000 Quantum Scientists. The executive summary of the document starts with the statement, “It is now widely understood that the mastery of deep technologies will determine the future prosperity of countries and regions across the world. Sovereignty over these technologies will become the critical building block for the future economic development and digital self-determination of societies."""
51,4,sa_2021,The document clearly expresses 5 goals: 1. Quantum Europe - Engage all stakeholders/create an innovative ecosystem. 2. Financing the growth - Build a sustainable quantum industry. 3. From lab to fab to market - Provide the necessary Infrastructure. 4. Strengthening Europe - Create a European IP and standardisation strategy. 5. Education and outreach - Train a quantum-aware workforce and society.
51,5,sa_2021,"Under its 13th five-year plan, introduced in 2016, China has launched a “megaproject” for quantum communication and computing. This project aims to achieve major breakthroughs in these technologies by 2030, including the expansion of China’s Quantum Framework."
52,1,sa_2021,"""National quantum communications infrastructure, the development of a general quantum computer prototype, and the construction of a practical quantum simulator” [3.21]. China is also setting up a National Laboratory for Quantum Information Science in Hefei, a project led by Prof Pan Jianwei [3.22]. The total investment is reported to be in the order of $10bn."
52,2,sa_2021,"China is presently the leader in quantum communications, with the launch of the first QKD satellite (Micius) in 2016 and a low key-rate link over 3000 km. This is the culmination of a decade of research, with an estimated national quantum budget of just short of US$1 billion, building on initial work from 1998 to 2010 with a budget of US$150m [3.23]. Quantum communication featured strongly from the start, with key national projects in long distance QKD as well as space-based QKD. "
52,3,sa_2021,"The experience showed the importance of national flagship projects with directed aims through science, e.g., the “Beijing-Shanghai quantum secure communication backbone” project, funded to the tune of US$490m from 2011-2015 and covering a total distance of 2000 km. Key rates remain low, ~ 10 kbps, but the distance is impressive. "
52,4,sa_2021,"Interestingly, funding has been found both from national and regional governments, and has been distributed across all the core technologies needed for a complete network, both photonic for transmission and solid-state for memory."
52,6,sa_2021,"In terms of BRICS countries, Brazil was off the mark early and has had a sustained investment totally ~US$10m since 2001 [3.24], with a healthy portion dedicated towards quantum communication technologies. In its latest budget (2020) India has allocated 80 billion rupees (about US$1.12 billion) to quantum technology research over the next 5 years. This is a considerable increase on the previous commitment in 2018 of US$27.9."""
53,1,sa_2021,"India is continuing to work on its Plan of Action for Quantum Computing and National Quantum Programme, having announced investment of about 70 million over five years as part of the National Mission on Interdisciplinary Cyber-Physical Systems. Russia has also started related programmes, investing in the order of US$1 billion in quantum technologies as part of the Digital Economy National Program. Quantum technologies are among the nine cross-cutting directions of the program with a total announced budget of around 25 billion EUR. The final budget specifically for quantum technologies is not yet defined, but the amount requested by experts is close to 1 billion EUR. However, the early starter and most successful so far is undoubtedly China."
53,2,sa_2021,"In December 2018, the National Quantum Initiative Act was approved in the United States of America. This law allocates more than US $1.2 billion to a national effort dedicated to quantum information science over the next decade. The funding will be directed to the National Institute of Standards and Technology (NIST), National Science Foundation (NSF) Multidisciplinary Centers for Quantum Research and Education, and to the Department of Energy (DOE) Research and National Quantum Information Science Research Centers."
53,3,sa_2021,"As part of this investment, the DOE has pledged to fund $625 million over the next five years to establish two to five multidisciplinary Quantum Information Science (QIS) Research Centers in support of the National Quantum Initiative. In fact, the DOE’s Argonne National Laboratory announced that it has launched a new, 52-mile testbed for quantum communications experiments. This will enable scientists to address challenges in operating a quantum network and lay the foundation for a quantum internet."
53,4,sa_2021,"One notable mention is in the 'National Strategic Overview for Quantum Information Science', where the USA has identified 'grand challenge opportunities'. Quantum approaches prompted by these Grand Challenges have shown promise for providing new capacities and utilities for sensing and metrology, communication, simulation, and computation. This is critical for fundamental research and promotes security, health, and the economy. For example, quantum sensing holds the promise to provide advanced sensors for military mission impact, and to develop new quantum frameworks."
54,1,sa_2021,"Measurement science and quantum-based standards aim to improve navigation and timing technologies, and open avenues to environmental sensing in novel settings. Single-photon detectors may become possible at far infrared and microwave wavelengths which will expand the range of discovery of the dark universe. Concurrently, non-classical emitters could be integrated for sensing, communication, and computing systems at room temperature."
54,2,sa_2021,"Today’s noisy intermediate scale quantum (NISQ) technology is expected to offer insights into scientific and technological advances. These might help address QIS Grand Challenges in diverse areas such as machine learning, simulation of many-body systems for materials discovery, chemical processes, quantum field theory, and dynamics of biological processes."
54,3,sa_2021,"It is crucial to recognize that these programmes are underpinned by a strong focus on developing national capabilities. This critical focus is driven by the strategic importance of security and defence, highlighted by the evolving role that quantum computing and quantum technology is already playing in this sector."
54,4,sa_2021,"European countries such as Germany are developing their own quantum computing and technology frameworks, running parallel to the joint European effort. Illustratively, in 2018, the German Government announced a €650Mio investment in its Quantum Technologies Programme. This financial commitment is aimed explicitly at facilitating transition of these technologies to market."
54,5,sa_2021,"Lastly, it is noteworthy that the Tyndall National Institute of Ireland, a country with a GDP similar to South Africa (approx USD 334bn), has also recently released a strategic document titled “Positioning Ireland for the Quantum Opportunity”. The authors of the study propose a two-pronged approach – to establish quantum technologies as a key driver of the country's innovation strategy and to develop quantum technology hardware utilizing the country’s strengths."
55,4,sa_2021,"The  African  continent  is  working  hard  to  increase  its  stake  in  quantum  computing  and  quantum  technology.  To  increase  the  collaboration  on  the  continent  since  200x  a Quantum  Africa  conference  series  has  been  held  every  couple  of  years.  The  ﬁrst  two editions  of  the  conference  were  held  in  South  Africa.  Quantum  Africa  1  took  place  in Durban  in  2010  held  in  Durban  in  2010,  and  was  followed  by  Quantum  Africa  2  in  Drakensberg  in  2012.  The  conference  moved  out  of  South  Africa  for  the  ﬁrst  time  in 2014,  when  Quantum  Africa  3  was  held  in  Rabat,  Morocco.  Quantum  Africa  4  took  place 3  years  later  in  Tunis,  Tunisia.  Quantum  Africa  5  came  back  to  South  Africa  in  2019  and was  held  in  Stellenbosch.  The  next  edition  will  take  place  possibly  in  2021  in  Kigali, Rwanda.  The  conferences  are  coupled  to  school  to  train  the  next  generation  of researchers   in   the   ﬁeld.  "
55,5,sa_2021,The  agreement  on  Quantum  Computing  between  IBM  and  WITS  was  a  great  boost  for the  ﬁeld  on  the  continent.  Wits  University  as  the  ﬁrst  African  partner  on  the  IBM  Q Network  and  acted  as  the  gateway  to  quantum  computing  for  academics  in  South  Africa  and  from  the  15  universities  who  are  part  of  the  African  Research  Universities  Alliance  (ARUA).  In  December  2019  IBM  organised  a  ﬁrst  Quantum  Computing  Hackathon  in Pilanesberg.
55,7,sa_2021,"The  African  Institute  for  Mathematical  Sciences  (AIMS)  has  launched  ""Quantum  Leap Africa""  with  the  vision  to  place  Africa  on  the  leading  edge  of  quantum  science  and  Quantum   Framework."
18,2,sweden_2023,"Figure 2 shows the global investments in quantum technology, reflecting the increasing interest and funding from governments in the world. With quantum computing, quantum sensing, and quantum communication expected to bring transformative impacts on various fields, countries are positioning themselves to be leaders in the second quantum revolution. The investments demonstrate the growing importance of quantum technologies in shaping the future of innovation and competitiveness. The countries’ different objectives testify to the breadth of the quantum technology area, which is expected to yield returns in a broad area of applications. This also indicates the expected breadth of the impact on different sectors of society."
18,3,sweden_2023,"To give a hint of already ongoing initiatives, we highlight here a few examples from various national approaches. Among our Nordic neighbors, both Finland and Denmark are strong nations in the field of quantum technology. Finland considers itself to have developed a strong quantum ecosystem that is internationally recognized and competitive. From Finland, it is emphasized that the potential strength of the second quantum revolution is so powerful that it thus constitutes important elements in national security and self - sufficiency. Consequently, there is an identified need for systematic and coordinated collaboration."
18,4,sweden_2023,"Even Denmark acts from the standpoint that quantum technology will permeate society. Denmark has for many years made significant investments in basic research and research infrastructure in the field. However, as the field is now rapidly moving from fundamental aspects to applications, further investment in innovation is now considered necessary."
18,5,sweden_2023,"France, Germany, and the Netherlands are investing government money into quantum technologies because they recognize the potential for these technologies to transform various industries, such as finance, healthcare, and telecommunications. For example, Germany aims to use quantum technologies to enhance security and privacy in communication networks, while France is investing in quantum computing to develop new materials and optimize supply chains. The Netherlands is investing in quantum technologies to create new applications for quantum sensors in fields such as healthcare and agriculture."
19,1,sweden_2023,"Swedish Quantum Agenda  19  If we move across the Atlantic, we find major investments and prominent countries within the field of quantum technology. The investments in quantum technology and research in Canada over several decades makes the country a global leader in the field. But Canada identifies in its national strategy that it must continue to invest and innovate to stay ahead. "
19,2,sweden_2023,"USA is, as always, a major power in this type of development and there are large investments both from the government and industry. The government has launched a National Quantum Initiative with five major research centers. On the corporate side, large companies such as Google, IBM, and others are investing heavily in developing quantum computers. "
19,3,sweden_2023,The USA has also taken the initiative for bilateral agreements with eleven other countries (including Sweden) and thus created a consortium of like-minded states with strong research in the field.
70,4,uk_2_2016,"Atomic physics using the wave -like nature of atoms. This is being used to realise inertial and gravitational sensors in several configurations, as well as magnetic sensors. Variations sense acceleration, gravity field gradients and rotation;  "
70,18,uk_2_2016,"The extent of investigation into pure quantum physics, its frontiers and cross disciplinary activities, both experimental and theoretical, is immense. A full discourse would be much larger than this document and therefore out of scope. However, we are mainly concerned with the transition of the science toward value adding technologies and such activity is relatively sparse. Emerging technology or its precursors will be our focus.  "
70,19,uk_2_2016,"There are few concerted, relatively mature efforts to develop the new, emerging quantum technologies in the rest of the world. The UK (arguably) displays the greatest ""momentum"" in this space. Many countries have aspirations to develop such technologies, although most of the existing effort is at TRL 2, 3 and comparatively few at TRL 4 or higher.  "
71,6,uk_2_2016,"China is expending an immense effort in quantum S&T. The 15-year  plan for the development of science and technology was initiated in 2006. The most recent details are difficult to assess, however, there does seem to be a significant concentration in the areas of quantum communications, quantum optics and quantum  computing. The growth of quantum technology R&D in China has been spectacular. Total research has been doubling over periods shorter than 4 years although publication output lags significantly, only doubling every ~8 years. This might possibly be because of immense investment in staff development and ambitious infrastructure projects.  "
71,7,uk_2_2016,"Quantum communications development is well advanced, with an experimental satellite system planned for launch in June 2016. There is a large ""push"" in the area of quantum co mputing and 2020 will see a decision point where the effort is evaluated and a decision made on the level of effort to be applied subsequently.  "
71,8,uk_2_2016,"It is not easy to identify all quantum sensor activity in PRC but there is a great deal of ongoing work relating  to QIP and quantum comm unication s including development of extremely accurate atomic clocks (expected to be deployed in 2020) for the BeiDou Navigation Satellite System. Related activities include chip scale clocks, frequency combs, atom interferometers a nd atomic spin gyros. Other activities include:  "
72,5,uk_2_2016,"The Centre for Quantum Technologies (CQT) comprises quantum physicists and computer scientists who are engaged in fundamental research into the quantum nature of reality and quantum technology development. The CQT was established in 2007, with a budget of Singapore$158 million over 10 years, as Singapore's first Research Centre of Excellence. It now has over 150 scientists and students addressing theory and experiment. CQT stakeholders include Singapore's National Research Foundation and the Ministry of Education and the Centre is hosted by the National University of Singapore, but with significant autonomy in research direction and governance.  "
72,6,uk_2_2016,CQT conducts interdisciplinary theoretical and experimental research in quantum theory and its application to information technologies with a focus on the technologies for the coherent control of photons and atoms for applications in quantum information.
72,7,uk_2_2016,"Enabling technologies (cold atoms and molecules, atom and ion trapping, atom-photon interactions, optics and many body and macroscopic systems) and applications (information theory, cryptography, complexity, randomness and algorithms) are being actively developed.  "
72,9,uk_2_2016,Japan has traditionally invested heavily into quantum technologies but mainly in the civil research sector. The Japanese government has invested about £115 million in quantum research projects over a decade with major programmes including the Funding Program for World -Leading Innovative R&D on Science and Technology (FIRST) which addressed quantum computing.
72,10,uk_2_2016,"FIRST, administered by the Japanese Cabinet Office, ended in 2014. Topics were chosen by national strategic importance and targeted at the 30 top researchers in Japan. The Ministry of Internal Affairs and Communications (MIC) and its research institute, the National Institute for Information Communication Technology (NICT), continue investing into quantum research, there is an expectation that industry, including NEC, Toshiba and Hitachi, will commercialise the work. NICT is now developing in Tokyo what it plans to be one of the world's most advanced metropolitan secure quantum communications systems in time for the 2020 Olympics. NICT also plans to launch a satellite to experiment on space based quantum communications and quantum key distribution (QKD).  "
72,11,uk_2_2016,"The successor to FIRST is ImPACT (Impulsing Paradigm Change through Disruptive Technologies) which is a high risk, high impact program being delivered through the Council for Science, Technology and Innovation, which is the Japanese government's centre for innovation policy. ImPACT's objective is to encourage high -risk, high -impact R&D, and aim to realize a sustainable and expandable innovation system. ImPACT's themes are to revitalise industry to create economic growth, and to realise an ecologically sound society. This would utilise networked information to link people with society more closely, provide the world's most comfortable living environment (despite a declining birth rate and aging population), and control and minimise damage from hazards and natural disasters. The project duration is 5 years (from 2013) with a ¥55 billion budget ($500 million at April 2016).  "
72,12,uk_2_2016,"ImPACT is an applications pull programme rather than a focused technology push effort and spans multiple disruptive technologies. Quantum technology is included in the ""Quantum artificial brain"" project which aims to use QKD methods to securely network quantum simulators by optical fibre to"
73,6,uk_2_2016,The government funded Korean Institute for Advanced Study was founded in 1996 and is located in Seoul. It comprises a small (~10) group of researchers pursuing various aspects of Quantum Information Theory. These are:
73,15,uk_2_2016,"The US has a vast research effort in this area with some aspirations to develop quantum technology, particularly at the behest of DARPA, NASA and IARPA.98 The institutions in the US tend to have a somewhat fragmented approach, although there are many examples of international collaboration. The Joint Quantum Institute was established with the joint financing by the National Institute of Standards and Technology (NIST) and the University of Maryland (College Park). DARPA is addressing, for example, the problem of GNSS denial."
73,23,uk_2_2016,97  Ellipsometry  is an optical technique for investigating the dielectric properties (complex refractive index or dielectric function) of thin films.  The technique measures the change of polarization upon reflection or transmission.
74,9,uk_2_2016,"Stanford, Sandia labs and AOSense have significant programme s in cold atom sensors. Sandia and AOSense have technology development work in addition to fundamental science interests. Sandia has interests in atomic clocks, quantum enabled inertial and magnetic sensing using cold atoms. They are also developing ion tr aps and entangled atom devices for quantum communications and quantum information processing.  "
74,10,uk_2_2016,"AOSense, a spin -out company from Stanford founded in 2004, is a developer and manufacturer of atom optic devices for the full range of precision navigation device s and systems, gravity measurement, and timekeeping. It carries out inertial sensor development for NSF, NASA, DoE (Lawrence Livermore National Laboratory), DARPA and other parts of the US DoD, DTRA and the intelligence community.  "
74,11,uk_2_2016,"In 2011, two Australian Centres of Excellence (CoE) in Quantum Science transformation each received AUS$ 24.5 million of funding for 7 years to exploit international effort to develop quantum science into technology. Funding was derived from the Australian Research Counc il, the Australian Army, the Semiconductor Research Corporation and other sources. The objective was to establish world class technology institutes partnering with similar institutes across the world and the Australian Defence Science and Technology Organi sation (DSTO) partnering in niche areas such as sensing.  "
74,12,uk_2_2016,"The CoE for Quantum Computation & Communication Technology (CQC2T) comprises the University of New South Wales (Sydney and Canberra plus the DSTO Defence Signal Directorate), the Australian National University, University of Melbourne, Griffith University and the University of Queensland. The focus is on systems for computing and communications and components that can be used as quantum sensors.  "
74,13,uk_2_2016,"The CoE for Engineered Quantum Systems (EQuS) comprises the Universities of Queensland, Sydney, Macquarie and Western Australia together with the Commonwealth Scientific and Industrial Research Organisation (CSIRO). The focus is on quantum metrology, sensors, synthetic quantum systems and quantum simulation. Ac tivities include quantum sensing, where they are using the ability to probe or image single electron and nuclear spins, or measure single quanta in mechanical systems. These activities could lead to breakthroughs, including probing of bio and quantum mecha nical phenomena in liquids and solids, and the non -invasive imaging of proteins and drugs in -vivo.  "
74,14,uk_2_2016,"In late 2015, the Australian Government announced plans to invest $26 million in the development of quantum computing technology as part of the National Inno vation and Science Agenda (NISA) with the objective of creating a modern, dynamic 21st century economy. Quantum computing is"
75,4,uk_2_2016,"Expected to produce jobs and economic growth with these quantum technologies playing a significant role in future defence and security (through secure communications, decryption and sensors)."
75,5,uk_2_2016,"Following a competitive selection process, in July 2015 the Minister of State (Science and Technology) announced CAN$33.5 million federal investment for the “From Quantum Science to Quantum Technology” project as part of the government’s Canada First Research Excellence Fund, which supports world-leading research at Canada’s universities and colleges. The project draws on the strengths of Canada’s top computer technology and advanced manufacturing research institutions and industry including the Canadian Institute for Advanced Research (CIFAR), IBM, the Microsoft Corporation, the Lockheed Martin Corporation and Google. This investment's objective is to effect lasting and tangible benefits in health, information technology, manufacturing and energy, for instance using quantum materials to develop magnetic resonance scanners the size of a small laptop and ultra-efficient electricity grids."
75,6,uk_2_2016,"The Institute for Quantum Computing (IQC) in Waterloo, Canada, was founded in 2002 largely by Mike Lazaridis, creator of the Blackberry (with start-up funding of around CAD$ 300 million). It is currently the largest centre for quantum information worldwide. The IQC seeks to harness quantum mechanics to develop transformational technologies to benefit society and drive economic development by the international development of quantum information science and technology."
75,7,uk_2_2016,"Research at IQC focuses on three main applications of quantum information science and technology using the physical sciences, mathematics and engineering from both theoretical and experimental perspectives. The three applications are quantum computing, which encompasses the manipulation and storage of quantum information; quantum communication, which is related to the transmission of quantum information; and quantum sensing, which is used to detect signals or stimuli that are present in the nano-scale world. Research focuses on Quantum information theory; Quantum algorithms; Quantum complexity; Quantum error correction and fault tolerance; Optical, nano-electronics and spin-based quantum information processing; Quantum cryptography."
75,8,uk_2_2016,"The Institute for Quantum Science and Technology (IQST) at the University of Calgary comprises a multidisciplinary group from Computer Science, Mathematics, Chemistry, and Physics. IQST's goals are to conduct leading research in key theoretical and experimental topics of quantum S&T, to provide excellent education and training in quantum S&T, and to create and nurture linkages between the Institute and other quantum science and technology institutes and with industrial partners. Research includes quantum information and computing, quantum optics, nanotechnology and molecular modelling."
76,1,uk_2_2016,"The National Research Council is working with clients and government, academic and industrial partners to develop photonics-based, quantum-enhanced cyber security solutions which address increased demands for high-performance security for communications, data storage and data processing. The aim is to position Canada as a global leader in the new field of quantum cyber security. "
76,3,uk_2_2016,"The Paris Centre for Quantum Computing (PCQC) comprises about 20 computer scientists, theoretical & experimental physicists and mathematicians working in and around Paris. PCQC's goal is to develop novel quantum information and communication technologies. The multi-disciplinary team of researchers is drawn from different organisations including CNRS (National Centre for Scientific Research), the information technology institute Télécom ParisTech, a number of universities (Paris Diderot, Pierre at Marie Curie and Paris Sud), INRIA (the French National Institute for computer science and applied mathematics), the CEA (Commissariat a l'Energie Atomique et Aux Energies Alternatives) and the Institut d'Optique. Principal research areas are: Computing: Quantum Algorithms and Complexity, Error Correction and Fault Tolerance, Distributed Quantum Computing and Quantum Metrology and Memories; Communications: Quantum Games, Quantum Communication Complexity, Hybrid Quantum Networks and Entangled Photon Sources and Delegation of Computation and Multipartite Resources; Security: Theoretical Quantum Cryptography, Device-Independence and Security in Realistic Conditions, Quantum Key Distribution and Cryptography beyond QKD; Foundations of Quantum Information: Entanglement Theory and Quantum Correlations, Non-locality, Quantum Axiomatics and Philosophy of Quantum Mechanics."
76,4,uk_2_2016,"SYRTE (Sytèmes de Référence Temps Espace) is a division of the Observatoire de Paris and has an extensive research programme including optical frequency metrology, atom interferometry and inertial sensors. Optical frequency metrology includes optical lattice clocks, frequency combs, ultra-stable lasers, coherent optical links, application related clock development, including for space. Atom interferometry research addresses atoms in free fall and atoms trapped in single mode structures with the aim of producing compact interferometers. Expected applications include inertial navigation, geophysics, fundamental tests of relativity in space and gravitational wave detectors."
76,5,uk_2_2016,"The science based Laser Physics Laboratory (LPL), part of Paris University, has research on ultra-cold chromium and strontium atoms, Bose-Einstein rubidium condensates, the Fermi sea, dipolar interactions, quantum magnetism and strongly correlated quantum states, confined quantum gases and superfluidity."
76,6,uk_2_2016,"MuQuans is a technology spin out company exploiting quantum technology research at the Institut d’Optique and SYRTE/Observatoire de Paris. Muquans is developing a product line of ultra-high performance measurement instruments based on laser cooled, trapped atoms. The aim is for ""turn key"" instruments requiring little or no maintenance. Currently MuQuans offer an absolute quantum gravimeter and an atomic clock and a range of laser systems and associated electro-optic."
77,4,uk_2_2016,"Technologies. The vibration tolerant gravimeter is capable of measuring gravity over long periods with a cycle time of a few Hertz to a relative accuracy of 10-9. The sensor head has a volume of ~ 80 litres, weighs 100 kg and requires a 300 W power source. The instrument is intended for geophysics applications. The atomic clock, which provides a time reference signal with a stability of 2.2 x 10-13 after 1 second averaging, has a volume of 25 litres and weighs  75 kg."
77,8,uk_2_2016," the Centre for Integrated Quantum Science and Technology, IQST at Ulm and Stuttgart (Quantum electrical and optical engineering, Light -matter interfaces, Complex quantum systems, Tailored quantum states of matter and Foundations of quantum science);  "
77,9,uk_2_2016," the Dahlem Centre for Complex Quantum Systems in Berlin, the Institute for Experimental Quantum Metrology at Braunschweig, the Centre of Applied Space Technology and Microgravity (covering experimental gravity and quantum optics research) at Bremen, the Centre for Optical Quantum Technologies at Hamburg and  the Centre for Quantum Engineering and Space -Time Research at Hanover and Leibniz collectively focus on quantum sensor technology and metrology;  "
77,13,uk_2_2016,"QuTech is a world -class institute building devices for Quantum Computers and Quantum Internet in Delft and comprises parts  of the Applied Physics, Electrical Engineering, Mathematics and Computer Sciences Departments within Delft University of Technology (TU Delft) and TNO (an independent, non-governmental organisation situated in The Hague whose role is to develop and apply knowledge widely across high tech industries and the health, energy, infrastructure and defence and security markets)."
77,14,uk_2_2016,"QuTech's focus is fault -tolerant and topological quantum computing and a quantum internet. In June 2015, the Dutch government, TU Delft, TNO, the Netherlands Organisation for Scientific Research (NWO) and Holland High Tech (TKI HTSM, which coordinates high -tech companies, research institutions and government R&D to commercially nurture and exploit technology development) signed a declaration of intent to financially support the QuTech initiative for a 10-year  period with a budget of €135 million."
77,16,uk_2_2016," quantum computing (using superconducting qubits, electron spin qubits in quantum dots, and spin qubits in diamond) with a current emphasis on achieving double -digit qubit devices and with an ultimate goal to demonstrate and exploit high fidelity qubit architectures compatible with surface -code (topological quantum error correcting code defined on a two -dimensional spin lattice)."
78,1,uk_2_2016,"In collaboration with Microsoft topological qubits99, implemented as pairs of semiconductor nanowires in contact with a superconductor (Majorana fermions), are being developed for naturally fault free quantum computing; QuTech's quantum internet will be an optically -connected network of (small) quantum processors with applications in secure communications and networked quantum computing."
78,2,uk_2_2016,"The National Laboratory for Quantum Technologies (NLQT) is a nation wide network of laboratories working in the field of quantum technology funded by the National Centre for Research and Development. NLQT is a Polish national platform for cooperative research in quantum technologies created in 2008. Foci include quantum op tics (QO), quantum information processing (QIP), quantum engineering (QE) and quantum networks (QN). The total equipment budget initially was $28 million but investment has been continuously increased. NLQT comprises departments within: University of Warsa w - QO, QIP, QE; Wroclaw University of Technology - QO, QIP, QE; Institute of Physics - QO, QIP, QE; Nicolaus Copernicus University in Toruo - QO, QIP, QE; Faculty of Physics, Astronomy and Informatics; Jagiellonian University - QO, QIP, QE; University of Gdaosk - QN; University of Łódź - QN; Centre for Theoretical Physics of the Polish Academy of Sciences - QN."
78,3,uk_2_2016,"Since 2000 the European Commission has supported research and innovation in quantum technologies in a number of ways and about €250 million have been invested in projects in the field by Future and Emerging Technologies (FET). The European Union has recently increased R&D investment for Quantum Technologies in the Horizon 2020 Work Programme for 2016 -2017, more than doubling the a mount available for research on this topic from €10 million to over €20 million."
78,4,uk_2_2016,"UK access to EU science funding is now in doubt, at least in the medium and long term, as a result of the UK proposed exit. This makes it imperative to ensure that UK research  and technological development remains sufficiently funded, well -structured and well led."
78,5,uk_2_2016,In March 2016 the EU Commissioner for the Digital Economy and Society called for action to ensure that Europe remains a world leader in Quantum Technology. This recog nises that competition in the field is becoming more intense globally (e.g. US and Asian competitors are actively investing) and there is an urgent need for investment so that Europe's innovators can successfully translate scientific excellence into market able applications and thus facilitate global expansion of European industry.
79,1,uk_2_2016,"In April 2016 the European Commission released its ""Quantum manifesto100"" and announced its intention to launch a “flagship -type initiative"" in 2018 to stimulate the development of Quantum Technology. This is well behind the UK programme but will be a major initiative within the European H2020 research and innovation framework. It is expected to position Europe at the front of the emerging second quantum revolution, bringing transformative advances to science, industry and society. It will create new opportunities addressing global challenges, provide strategic capabilities for defence and security as well as stimulate as yet unknown future capabilities while creating a knowledge based stimulus to the European economy. It is not yet known how this will sit vis-a-vis the UK initiative."
79,2,uk_2_2016,"The key goals are: Provide impulse to initiate a competitive and world leading European quantum industry; Sustain European scientific leadership and excellence in quantum research; Make Europe a dynamic and attractive region for innovative business; Provide European solutions contributing to grand challenges in fields such as energy, health, and security."
79,3,uk_2_2016,The programme will: Support growth in underpinning quantum science; Create a favourable ecosystem of innovation and business creation for quantum technologies; Facilitate a new level of coordination between academia and industry to facilitate industrialisation of quantum technologies; Create a new generation of quantum technology professionals in Europe through multi-disciplinary education; Raise public awareness of key ideas and capabilities; Coordinate public investments and strategies at European level.
79,4,uk_2_2016,The supporting parties of the Manifesto called for Member States and the European Commission to implement the proposed actions progressively and offer their support to help establish the European Initiative.
70,21,uk_2_2016,The People's Republic of China (PRC) is good at making technology plans and following their declared strategy as demonstrated by their historical track record:
71,9,uk_2_2016,"Thick film “quantum sensors” being developed for robotics (Dr. Feng Shuang group, Robot Sensor Lab, “Institue of Intelegence Machines” (sic), Chinese Academy of  Sciences);  "
71,10,uk_2_2016,"Coherent ghost imaging (Key Laboratory for Quantum Optics and Centre for Cold Atom Physics of CAS96, Shanghai Institute of Optics and Fine Mechanics, Chinese Academy of Sciences);  "
73,4,uk_2_2016," solve combinatorial optimisation problems. Cold atoms, superconducting quantum circuits, and semiconductor device based quantum simulators will be developed and down selected."
73,8,uk_2_2016," Quantum Entanglement, which is being studied to understand the efficiency of quantum algorithms and quantum communication applications via experiments using quantum optics;  "
74,4,uk_2_2016," High precision PNT for cooperative effects (distributed electronic warfare, distributed ISR, autonomous formation flying, time transfer to disadvantaged users).  "
42,1,australia_2019,CSIRO  Australia’s National Science Agency  Quantum Technology Discussion Paper   |  37 Appendix A: Regional quantum strategies and investment. This appendix provides a high -level overview of quantum technology strategies and government investments in key countries and regions.
42,2,australia_2019,55 Local currency unless specified. 56 Innovate UK (2015) National strategy for quantum technologies. https://www.gov.uk/government/publications/national -strategy -for-quantum -technologies. 57 GOV.UK (2019) £1 billion investment makes UK a frontrunner in quantum technologies  https://www.gov.uk/government/news/1 -billion -investment -makes -uk-a-frontrunner -in-quantum -technologies.
42,3,australia_2019,"COUNTRY/REGION  STRATEGY  NOTABLE GOVERNMENT I NVESTMENTS55. United States  In 2018 , the National Quantum Initiative Act (NQI) was signed into law. The NQI instructs federal government bodies (NIST, NSF, and DOE) to catalyse the growth of the quantum technology sector through collaboration with academic institutions and private industry. The NQI committed $1.2 billion of funding  over five  year s."
42,4,australia_2019,"United Kingdom  The United Kingdom (UK) published a National strategy for quantum technologies in 2015 , identifying five focus areas for action: enabling a strong foundation of capability in the UK, stimulating applications and market opportunity in the UK, growing a skilled UK workforce, creating the right social and regulatory context, maximising benefit to the UK through international engagement56."
42,5,australia_2019,The National Quantum Technologies Programme has invested more than  £1 billion  since its establishment in 2014.57
